dataset,model,score_optimized,score_not_optimized
megawatt1,knn,0.6666666666666667,0.6
megawatt1,knn,0.4,0.26666666666666666
megawatt1,knn,0.5882352941176471,0.5263157894736842
megawatt1,knn,0.16666666666666666,0.2857142857142857
megawatt1,knn,0.46153846153846156,0.7000000000000001
megawatt1,knn,0.6666666666666666,0.6666666666666667
megawatt1,knn,0.5454545454545454,0.5
megawatt1,knn,0.15384615384615383,0.2857142857142857
megawatt1,knn,0.5,0.5
megawatt1,knn,0.6666666666666665,0.5882352941176471
megawatt1,knn,0.5217391304347826,0.5833333333333334
megawatt1,knn,0.39999999999999997,0.5
megawatt1,knn,0.47058823529411764,0.47058823529411764
megawatt1,knn,0.7368421052631577,0.7000000000000001
megawatt1,knn,0.4,0.33333333333333326
megawatt1,knn,0.35294117647058826,0.4444444444444445
megawatt1,knn,0.6250000000000001,0.5
megawatt1,knn,0.5555555555555556,0.6666666666666665
megawatt1,knn,0.5882352941176471,0.6666666666666666
megawatt1,knn,0.5555555555555556,0.631578947368421
megawatt1,knn,0.625,0.5882352941176471
sonar,random_forest,0.819672131147541,0.819672131147541
sonar,random_forest,0.8615384615384616,0.8656716417910447
sonar,random_forest,0.8076923076923076,0.912280701754386
sonar,random_forest,0.793103448275862,0.9032258064516129
sonar,random_forest,0.8135593220338982,0.9333333333333333
sonar,random_forest,0.7941176470588235,0.8253968253968255
sonar,random_forest,0.7931034482758621,0.6909090909090909
sonar,random_forest,0.8524590163934426,0.8571428571428571
sonar,random_forest,0.8666666666666667,0.847457627118644
sonar,random_forest,0.7931034482758621,0.7540983606557378
sonar,random_forest,0.8524590163934426,0.8571428571428571
sonar,random_forest,0.7796610169491527,0.847457627118644
sonar,random_forest,0.7796610169491527,0.8275862068965517
sonar,random_forest,0.7692307692307692,0.8529411764705882
sonar,random_forest,0.8064516129032258,0.7936507936507937
sonar,random_forest,0.7719298245614034,0.7777777777777777
sonar,random_forest,0.7450980392156864,0.8421052631578947
sonar,random_forest,0.7547169811320755,0.8070175438596492
sonar,random_forest,0.896551724137931,0.8620689655172413
sonar,random_forest,0.8135593220338982,0.8307692307692307
sonar,random_forest,0.7857142857142857,0.8
sonar,random_forest,0.7857142857142857,0.896551724137931
sonar,random_forest,0.912280701754386,0.8928571428571429
sonar,random_forest,0.7777777777777777,0.8727272727272728
sonar,random_forest,0.8524590163934426,0.8135593220338982
sonar,random_forest,0.7777777777777777,0.7777777777777777
sonar,random_forest,0.7868852459016393,0.8275862068965518
sonar,random_forest,0.8196721311475409,0.8387096774193549
sonar,random_forest,0.8524590163934426,0.8387096774193549
sonar,random_forest,0.870967741935484,0.8333333333333334
sonar,decision_tree,0.7213114754098361,0.7540983606557377
sonar,decision_tree,0.7333333333333333,0.75
sonar,decision_tree,0.6206896551724138,0.7936507936507937
sonar,decision_tree,0.6857142857142856,0.7692307692307692
sonar,decision_tree,0.7761194029850748,0.8059701492537312
sonar,decision_tree,0.5806451612903226,0.7241379310344829
sonar,decision_tree,0.7457627118644068,0.7936507936507938
sonar,decision_tree,0.711864406779661,0.7272727272727272
